aliquot_uuid	aliquot_barcode
4aa70762-1a0e-4b38-be77-a89db0955193	TCGA-41-5651-01A-01R-1850-01
10bfa2d8-228f-43d8-ae15-1f58c25d1be3	TCGA-26-5139-01A-01R-1850-01
70b5a53a-d822-4634-b181-79fef68346c0	TCGA-C5-A1MF-01A-11R-A13Y-07
9146c99d-fa73-433d-8460-f2587ce674bb	TCGA-28-5218-01A-01R-1850-01
110100d2-bfb8-42d2-875f-9424a8bd2086	TCGA-76-4926-01B-01R-1850-01
748dc9ed-758b-43c9-af66-111f6ab3d6ce	TCGA-06-5856-01A-01R-1849-01
6fee80f8-11cb-4de7-aded-e586708d2368	TCGA-14-1402-01A-01D-1493-08
c4c15b15-8010-47d8-8c6b-3c6b9dae9716	TCGA-C5-A1M6-01A-11R-A13Y-07
feb35af1-052d-41a6-9e76-f47b610ab956	TCGA-C5-A1BK-01B-11R-A13Y-07
da484194-5996-4456-a465-de7891d9aaf3	TCGA-06-0214-01A-02D-0512-09
e623cbaa-d406-4c82-b9e8-21acfc9e630a	TCGA-06-2559-01A-01R-1849-01
51257d94-f973-4dfd-93d7-72ec4013def7	TCGA-EK-A2RE-01A-11R-A18M-07
8dd4d862-180f-479b-8d87-0eaae4fc9236	TCGA-16-0846-01A-01R-1850-01
e48c8261-5e7b-4cbe-95ed-8a7d1c356d70	TCGA-06-5418-01A-01R-1849-01
f026a95f-89a7-464f-a8f2-ea036fe1774f	TCGA-27-2526-01A-01R-1850-01
05a2eea8-f366-4ae7-80f3-03324fb6e66e	TCGA-28-5215-01A-01R-1850-01
3a5d8c95-260e-471a-bdf8-2fa489a069d8	TCGA-32-1982-01A-01R-1850-01
d5a281fd-c004-477f-af62-c55fe20f1dee	TCGA-19-2624-01A-01R-1850-01
b147bdcd-f5b6-41be-bca4-3ef7efcb9ec6	TCGA-06-5415-01A-01R-1849-01
fca08ee9-b480-4dc7-be56-f1eb03b56f7c	TCGA-06-5415-01A-01D-1486-08
0e842eda-bb7f-4f4a-b1bc-9d6dcf563125	TCGA-EK-A2RL-01A-11R-A18M-07
359452a5-29cd-4d2b-bb78-e60fd790a35e	TCGA-19-1389-01A-01D-2319-08
9fd5309d-03cc-4123-8bc8-d7dfba4955d2	TCGA-IR-A3LK-01A-12R-A213-07
36bc0811-adfe-4f8f-a1d3-b62eac535263	TCGA-14-1401-01A-01D-0703-09
a6957d15-453c-4f3b-ab8c-c38054dfe548	TCGA-26-1438-01A-01D-0932-09
ba2920a9-1bfd-4f6c-80cf-4fd0dda2118a	TCGA-06-0877-01A-01D-0512-09
2cd6082b-d5e7-45a1-96f9-8ef4cccf8533	TCGA-06-0174-01A-01R-1849-01
065048d0-ecbf-4de2-b12a-55e52f8d1279	TCGA-02-0055-01A-01R-1849-01
88958da0-8140-466c-8183-bf4995529b16	TCGA-06-0156-01A-02R-1849-01
ec85fbac-e181-4559-b601-d2efe44e37a8	TCGA-06-2561-01A-02R-1849-01
17c98d8c-8bd4-4b16-a384-0497d730f497	TCGA-06-0129-01A-01R-1849-01
db5b5af5-c221-4268-a978-e12c550989e7	TCGA-06-0168-01A-01R-1849-01
c893538c-d12c-4dd1-a3fd-cba6a847c14e	TCGA-06-2563-01A-01R-1849-01
2db5af77-d0af-4c3c-bd2a-779e0a7228e0	TCGA-32-2615-01A-01R-1850-01
2ee686c6-da57-4371-90a9-db02ab6cb278	TCGA-06-2565-01A-01R-1849-01
9f591278-eec9-422f-9b78-77f65fa84f18	TCGA-12-5295-01A-01R-1849-01
03422479-a670-44ed-a9f7-33f4554ef6f6	TCGA-76-4925-01A-01R-1850-01
689fb0d6-789a-45c2-8f2f-12cc3a2ea553	TCGA-EK-A2PI-01A-11R-A18M-07
9880c3c9-5685-42a7-8fe9-7585ea1a1d37	TCGA-27-1831-01A-01D-1494-08
96cba715-cef0-4e39-92d5-4dec27e83f1a	TCGA-06-0221-01A-01D-A32W-08
640afbf7-7886-4a29-9505-dcf36b611a05	TCGA-06-0190-01A-01D-1491-08
223e2af0-95a2-49f2-84a2-13379cf72ea9	TCGA-OR-A5JE-01A-11R-A29S-07
00471faf-5a40-430a-8555-564fa885f618	TCGA-C5-A2M2-01A-21R-A18M-07
1e176d9d-dba9-4d41-946e-05b7f35eba64	TCGA-EK-A2PK-01A-11R-A18M-07
49516e85-eebe-491b-90eb-c76e4425f130	TCGA-08-0386-01A-01R-1849-01
271ec214-e83b-4fcb-85cf-f35f3c39f0aa	TCGA-06-0178-01A-01R-1849-01
51fff807-cfea-4ff5-bd35-093b0c18f0fb	TCGA-06-0211-01B-01R-1849-01
8604df30-9170-41e2-8dfb-2feb813807ac	TCGA-27-2524-01A-01R-1850-01
a0dfc338-c576-4a9c-8db3-3bbbcd5dc960	TCGA-06-0210-01A-01R-1849-01
84d56a0b-6ee1-4fe7-9491-d8815af1d6f5	TCGA-06-2557-01A-01R-1849-01
903d756b-42ba-49bd-9a53-085b3211d8a7	TCGA-06-0878-01A-01R-1849-01
f2ab5972-46e6-4d13-bf8e-dffc1dc8a9e9	TCGA-27-1830-01A-01R-1850-01
0cbec58e-f95e-4c60-a85d-210dc56bdf3c	TCGA-28-2509-01A-01R-1850-01
48a2ae8d-a9c4-4d06-8619-ad49502b3721	TCGA-14-0789-01A-01R-1849-01
2b467bcc-e33f-4209-92c0-dcff843027ea	TCGA-32-2632-01A-01R-1850-01
6a85fda0-3e2d-4bd8-ba44-5ce821c39504	TCGA-27-1837-01A-01R-1850-01
6edc7d3a-9f83-449f-a371-c040d8b5164d	TCGA-EA-A3QE-01A-21R-A21T-07
6ced4dca-5999-4063-90e9-6ba1851ab054	TCGA-32-2616-01A-01R-1850-01
5d40c2af-b2e9-407c-be1f-780a9071fbe7	TCGA-19-1787-01B-01R-1850-01
39580733-5ff1-43a1-b9fd-53b6f6e879bd	TCGA-06-5410-01A-01R-1849-01
6251a0df-d7ff-4a1b-9aa6-7d12ea04bd2c	TCGA-28-5207-01A-01R-1850-01
07775763-1931-4f95-ad0a-094a228a3770	TCGA-06-1804-01A-01R-1849-01
98937e70-6d2c-4057-b5ef-e01d0006486f	TCGA-06-5411-01A-01R-1849-01
570d3a26-6bcf-4442-aba9-95a01e84aa16	TCGA-28-5216-01A-01R-1850-01
914421d2-898e-433e-bb66-b1710eaae2c7	TCGA-06-0744-01A-01D-1492-08
386fbf20-f41e-41e1-96de-578066c35560	TCGA-IR-A3LL-01A-11R-A213-07
cbd4d4e7-f1c4-446c-8dbc-ce06c872ec14	TCGA-15-1444-01A-02D-1696-08
a99749a3-18e0-4869-842d-b225f39cfd07	TCGA-06-0152-01A-02D-0507-08
8bae571a-8285-48dd-aea3-9eb002c0610b	TCGA-EK-A3GM-01A-11R-A213-07
25bee010-cc99-4af0-ba2f-fe4dd308be33	TCGA-06-1086-01A-02D-0932-09
50b34335-7e00-417a-8e0d-c50a4384b4c9	TCGA-IR-A3LC-01A-11R-A213-07
e64a2789-9b0e-41ca-9447-b17d8968f4cd	TCGA-26-5133-01A-01R-1850-01
f4d31bec-0bf5-4f59-ae0e-37170f1b692e	TCGA-12-5299-01A-02R-1849-01
92972663-4231-4e24-96d1-23857a445e03	TCGA-02-2486-01A-01R-1849-01
66b268a8-8652-4efc-8b2e-cf4ac6e00516	TCGA-14-0781-01B-01R-1849-01
c0c714ac-aa74-4702-8c3b-704f6e549276	TCGA-19-5960-01A-11R-1850-01
ebe88950-c783-4487-9bfc-ccaaeacf256c	TCGA-32-1980-01A-01R-1850-01
2cdcd676-9056-4b42-8029-5b8dc44d3b57	TCGA-IR-A3LH-01A-21R-A213-07
2fdab641-d73b-4f9a-aa4c-c1944f131a69	TCGA-06-5411-01A-01D-1696-08
4d7f2c74-862b-4aad-98e1-fa831f14a905	TCGA-02-2483-01A-01D-1494-08
2ce48f01-2f61-49d9-a56a-7438bf4a37d7	TCGA-26-5135-01A-01D-1486-08
886e8f4f-107d-4ebd-a312-7cdbacabd35e	TCGA-EA-A3HQ-01A-11R-A213-07
d1f596d6-1f2c-4728-be8c-0ef9cc402f88	TCGA-FU-A3TX-01A-11R-A22U-07
b73cfd2e-044f-4b41-b404-080d9d18e61d	TCGA-14-0786-01B-01D-0703-09
f72bfbe6-411d-412e-aaab-1a2414e544ec	TCGA-OR-A5J5-01A-11R-A29S-07
2713b35a-f04a-4078-85c6-34140350398f	TCGA-EK-A2RK-01A-11R-A18M-07
559a1178-052c-4452-876c-ba2468a3160a	TCGA-06-0219-01A-01R-1849-01
ea85c76f-5334-495d-9615-d3f503c0d088	TCGA-06-0125-01A-01R-1849-01
6f2fedb4-66e2-48fd-8744-cbd30075bb03	TCGA-06-0138-01A-02R-1849-01
d694ad12-0ae4-4bee-9f7f-0c6adf5bf09d	TCGA-06-0646-01A-01R-1849-01
df36c4af-258e-4cfb-9550-d3580d097547	TCGA-12-0618-01A-01R-1849-01
68de1b36-afde-4fb9-bd5a-38037cd7df11	TCGA-14-0790-01B-01R-1849-01
d1431a36-5c68-4e6e-9aea-72afe374efd1	TCGA-12-0619-01A-01R-1849-01
58ccb54d-2d23-4bce-b05d-02e543d83306	TCGA-FU-A23L-01A-11R-A16R-07
612ef912-5a28-4c11-8703-3376f51afef5	TCGA-06-0190-01A-01R-1849-01
6870c515-1f0e-4481-82bf-7cde66292278	TCGA-27-2519-01A-01R-1850-01
25315562-5f8e-46d0-ab77-d1f6ce75270b	TCGA-06-0882-01A-01R-1849-01
56a705f4-fd28-44ff-8a3c-85bc4300c760	TCGA-19-2629-01A-01R-1850-01
a344de7b-5980-4612-9d58-1c8058a2bfd9	TCGA-32-1970-01A-01R-1850-01
f46e05f2-56b9-4a31-b0ec-882414a7aaf6	TCGA-41-2572-01A-01R-1850-01
b1019532-963f-4c8e-ba55-b03dea8b5498	TCGA-06-5417-01A-01R-1849-01
49280503-5136-4c10-8e42-061abbb6fa05	TCGA-26-5134-01A-01R-1850-01
497fcc98-1eeb-4696-88eb-22fc99627695	TCGA-19-2620-01A-01R-1850-01
b107d3e2-8d45-425c-9aa7-0293463b6d66	TCGA-DG-A2KL-01A-11R-A180-07
0332b017-17d5-4083-8fc4-9d6f8fdbbbde	TCGA-02-2485-01A-01D-1494-08
374cbd87-428e-4509-85c1-b7d3302c30a0	TCGA-27-2528-01A-01D-1494-08
88ee3a4f-7688-4247-b03c-73f6e3af7493	TCGA-EA-A1QS-01A-61R-A22U-07
aab8ae6f-ae54-4203-b2e6-2b86b9ca0337	TCGA-FU-A3TQ-01A-11R-A22U-07
1e27cc8a-5394-4958-9af6-5ece1fe24516	TCGA-14-1459-01A-01D-0932-09
a6a4630e-3d28-4a38-8c9f-29fc0c7b380a	TCGA-C5-A2LV-01A-11R-A18M-07
7163a0f7-2c69-40b8-8857-8ab3f46f0acf	TCGA-16-1063-01B-01D-0932-09
61677ea1-64a7-46e3-8b99-784ee9af1ba5	TCGA-06-0743-01A-01R-1849-01
8fdc3c56-a96b-4cad-983a-12e6ef373069	TCGA-06-2558-01A-01R-1849-01
4df60632-cb31-4c0f-8929-d18129668469	TCGA-06-0158-01A-01R-1849-01
cf7e2358-7542-4381-90f4-782663ddc63a	TCGA-06-0130-01A-01R-1849-01
57e8e300-2cd1-4af1-a84c-02e1d3fc3555	TCGA-06-2569-01A-01R-1849-01
f2d1056f-1329-44e4-8269-0e7dde93d64a	TCGA-06-0686-01A-01R-1849-01
d52e7499-1325-4506-ae20-bd683d37318e	TCGA-06-0644-01A-02R-1849-01
f4398f60-1a5f-426f-8d4c-ab52d815bb98	TCGA-16-1045-01B-01R-1850-01
59d21a33-8d29-4c23-95a8-7986d2a3db36	TCGA-EK-A2RB-01A-11R-A18M-07
33daf82d-0b4d-474e-84d7-f21c47077c95	TCGA-14-1825-01A-01R-1850-01
ca803595-2792-4d7d-81f6-cce8d96d0119	TCGA-76-4931-01A-01R-1850-01
95a815e7-101e-416c-90b0-5c6c568ab897	TCGA-EK-A2RA-01A-11R-A18M-07
27e35f6c-7d6c-46e8-844d-e08a5920af3e	TCGA-EA-A411-01A-11R-A24H-07
073e20b4-035f-4e44-a2aa-a4723915da87	TCGA-06-0208-01A-01D-0512-09
616011aa-5aad-4078-85a6-e61f98d83363	TCGA-06-0745-01A-01R-1849-01
66f6da01-b85b-4e29-8059-0bb6a32d709f	TCGA-06-0132-01A-02R-1849-01
e99614f9-51d8-4096-83af-8effd5266881	TCGA-06-2567-01A-01R-1849-01
2f238cf2-7011-4031-9d77-c24190b93ae7	TCGA-06-0188-01A-01D-0373-08
b337121c-9821-4644-820e-b8c477f6c38a	TCGA-27-2523-01A-01R-1850-01
5522993c-6439-483c-97a6-843026d5198b	TCGA-12-3650-01A-01R-1849-01
a27551cc-4bbf-495c-9fc2-7cf6108ed1bf	TCGA-HM-A4S6-01A-11R-A26T-07
497767ca-3148-46d2-b4fc-15530c678b0b	TCGA-06-2562-01A-01R-1849-01
4bd8bbae-7370-43c7-89cb-0fe0028553dd	TCGA-14-0871-01A-01R-1849-01
adafa15c-5834-427e-bc93-24d3c4f775a9	TCGA-19-2619-01A-01R-1850-01
da360144-ffaf-4f38-bd87-96319fa8d2d4	TCGA-41-3915-01A-01R-1850-01
c6d836ec-710d-4559-ba66-2715f6a55d4c	TCGA-32-4213-01A-01R-1850-01
63f989ff-890b-4db8-973f-ab675912635f	TCGA-28-5208-01A-01R-1850-01
6f54bcd2-99e9-4f9b-a9b8-6963b922f783	TCGA-12-1597-01B-01R-1849-01
6f987110-3dbf-4f06-952a-e1aea4b81b44	TCGA-28-5204-01A-01R-1850-01
67068dc6-6270-4e7b-a857-3008dadc2d59	TCGA-06-5858-01A-01R-1849-01
2d1481b0-3bdd-4b9e-b1e1-813d0c624c25	TCGA-28-5220-01A-01R-1850-01
60c8c1da-fea6-41f7-ba5b-33afba1ef301	TCGA-OR-A5JG-01A-11R-A29S-07
c3db032d-a822-4eca-8891-2c4d13a5866a	TCGA-EA-A4BA-01A-21R-A26T-07
ff4d089b-8f65-46f1-b3bc-dab1271725fb	TCGA-28-5213-01A-01R-1850-01
5fd77ba9-5015-4d8b-86a0-582e5c76bdd6	TCGA-41-5651-01A-01D-1696-08
41d50a3c-49fc-4d8a-9c25-bbbcd3a5da6f	TCGA-06-0745-01A-01D-1492-08
0dadcb32-0c50-4d9b-8112-d4e533e789d6	TCGA-EA-A556-01A-11R-A26T-07
97a13a19-7b9b-4e53-9dfe-6a5836a44510	TCGA-FU-A5XV-01A-11R-A28H-07
325fcf3f-e3ea-4ef5-b59d-0936350b2d3f	TCGA-16-1460-01A-01D-0932-09
4e8e7e01-95a7-4724-bbc5-91436d80d0f7	TCGA-06-0187-01A-01R-1849-01
d29e5a15-6ad2-41f9-b4e8-5c4b0f3fda9e	TCGA-06-0744-01A-01R-1849-01
47fbba7a-4914-4bcd-9fea-7ebb84fb4b47	TCGA-06-0750-01A-01R-1849-01
04e97d81-96bb-40e7-9e8c-1efb19179a62	TCGA-06-0747-01A-01R-1849-01
8bb52467-45b2-40d5-abd2-69ff0ad83bc5	TCGA-EA-A5ZD-01A-11R-A28H-07
82d0310c-7bd8-422e-97a7-7e73be8d8a30	TCGA-12-3653-01A-01R-1849-01
6245a56e-eec6-4e7b-b9ef-bf0d1a3dcf36	TCGA-06-2564-01A-01R-1849-01
31398055-e000-4ca1-a37d-aac2df5920b4	TCGA-26-5132-01A-01R-1850-01
5f19c351-94d4-4164-aa7e-4a0f44640cbb	TCGA-27-1834-01A-01R-1850-01
ecd3ecba-4d25-4995-91df-e076f0cbe2bc	TCGA-32-2634-01A-01R-1850-01
777c1ad8-ae6d-4c17-ad59-8b26adb67a1b	TCGA-76-4927-01A-01R-1850-01
ca6d5ed3-f6f7-4dde-be24-7652d7dfab16	TCGA-76-4928-01B-01R-1850-01
cea49633-24f0-48c4-b2d0-fed47d5364e6	TCGA-26-5135-01A-01R-1850-01
1ff2db10-00fe-4ddc-98d1-e15ffea42333	TCGA-EA-A5FO-01A-21R-A28H-07
76ad0a38-a2a2-4533-8baf-5f94c0c59a02	TCGA-06-5859-01A-01R-1849-01
faadb03e-20bc-4308-a86b-2bdb6aad8a23	TCGA-76-4929-01A-01R-1850-01
b6cdb961-42b2-489f-a59e-8c8b892cca04	TCGA-06-0185-01A-01D-0507-08
a8f86b64-914c-4d89-897b-33bcdd1759f7	TCGA-19-2624-01A-01D-1495-08
2c71d542-1653-4d97-8752-f2fd05c7e75d	TCGA-06-0686-01A-01D-1492-08
b1e62d8e-24d2-4118-8cd0-3142acebdd5b	TCGA-06-0157-01A-01D-1491-08
b8151614-b08f-49a3-ab6f-2e780f765a17	TCGA-19-5960-01A-11D-1696-08
2807ba60-128f-49fc-9e15-bb3678c12f56	TCGA-Q1-A5R3-01A-11R-A28H-07
fef94ae2-4cd8-4e24-9220-3fa17ef1230a	TCGA-JW-A5VJ-01A-11R-A28H-07
a0091cb7-3b55-4a9f-a909-39af318d999c	TCGA-06-0124-01A-01D-0375-09
6b59b1e5-4593-49f9-add7-b41e719d7af6	TCGA-06-0211-01A-01R-1849-01
a748d693-fae0-4fb6-ab1e-a347b4e9b7d2	TCGA-06-0238-01A-02R-1849-01
051cda00-0007-4e35-9044-fd0c03c8ed4b	TCGA-06-5414-01A-01R-1849-01
35578669-fb40-49fa-b6b5-3bd0f239fa7e	TCGA-02-2483-01A-01R-1849-01
56ffaa35-814c-4c0b-b3c6-d4514d34fec2	TCGA-19-2629-01A-01D-1495-08
6de41ac1-229b-40b9-a494-5588c284351d	TCGA-19-2620-01A-01D-1495-08
2953ceed-8418-4c63-b260-307aea1d9e63	TCGA-LP-A5U2-01A-11R-A28H-07
c27290e4-6835-448a-abdc-df8ddd5f4630	TCGA-06-2557-01A-01D-1494-08
53dec97d-0464-4ffd-8e2e-95b2b9a03af0	TCGA-14-2554-01A-01D-1494-08
0d2a3d87-8ed4-4b27-82eb-fde852ede1d7	TCGA-06-0125-01A-01D-1490-08
bd76ebed-0575-46c8-8c8a-f02fdcffc2e9	TCGA-JW-A5VL-01A-11R-A28H-07
bebfbf9f-fab3-4f80-920f-a8942d0835b1	TCGA-14-1454-01A-01D-0932-09
e0dc1957-256a-4ffe-9521-66dd3970639c	TCGA-Q1-A5R2-01A-11R-A28H-07
edc8839f-fa6b-41e0-ad49-f688073730bd	TCGA-BR-8690-01A-11D-2394-08
d8d5585d-32cd-4ac4-b410-a4122a17a558	TCGA-CG-4443-01A-01D-A290-08
19406c86-dd55-420c-b6d4-b5ca9d3bfed6	TCGA-D7-6518-01A-11D-1800-08
c79ce3d3-4758-4f52-9da1-38f994c99f4e	TCGA-HU-A4G6-01A-11D-A24D-08
7116cc90-f465-4e7e-aa27-48a83ed258e9	TCGA-HU-A4H0-01A-11D-A25D-08
ffa0dfbd-83fa-4e47-b448-a7d922ca4e4a	TCGA-3M-AB46-01A-11R-A414-31
30af7950-11f7-43bf-9a1d-98a57f416397	TCGA-BR-4256-01A-01D-1128-02
29942ecb-05d0-46d0-b4f6-0252ea19b8a2	TCGA-BR-4361-01A-01R-1157-13
6211ef0e-1aed-4914-8da6-7582a392e5fe	TCGA-BR-4201-01A-01R-1131-13
6991a561-ff49-4546-9bc7-74cca88916ae	TCGA-OR-A5KZ-01A-11R-A29S-07
985c5f28-72d3-49f6-bc9b-31e565b2ba7c	TCGA-LP-A4AW-01A-11R-A24H-07
c73f497b-e0e6-4022-847c-574d38c30bcd	TCGA-BR-8365-01A-21R-2343-13
ec734c41-469c-4c0a-9d91-4528bc75f341	TCGA-BR-8680-01A-11R-2402-13
7ae9afaa-ecb4-41a1-9459-8f4ad450ba73	TCGA-BR-8364-01A-11R-2343-13
f1cba7ee-3815-41b6-ae63-06803f29097e	TCGA-BR-A4PE-01A-31R-A251-31
1e667e80-3e3d-4d58-88ca-b23cab4e4f16	TCGA-BR-A4PF-01A-11R-A251-31
38a69c3c-5b72-4cde-b686-37ad6bb979b3	TCGA-BR-A4J8-01A-11R-A251-31
2118f0c5-3178-40ea-850d-c3f6f8752dd9	TCGA-CD-5813-01A-11D-1598-02
8bebc13d-faaa-4f8b-a871-1e589f3d27d2	TCGA-CD-A4MI-01A-21R-A251-31
1e7b2ed2-be35-4cce-a613-9c8203c49ebb	TCGA-C5-A1MQ-01A-11R-A14Y-07
2cce681f-f5c6-496e-96c3-21046eceaa56	TCGA-CG-4465-01A-01D-1154-02
484434a5-5522-43ec-a43d-46b426d89dc4	TCGA-CG-4441-01A-01R-1802-13
cc47c834-085d-407b-8f82-70fcf2402baf	TCGA-CG-5728-01A-11D-1598-02
5e38ec7f-6d2a-4e9c-98ee-fc00832d2aeb	TCGA-C5-A7CK-01A-11R-A32P-07
9af4c433-9041-4ec1-87a3-fcde8dbf1458	TCGA-D7-8578-01A-21R-2343-13
10358672-8d99-4098-8b0a-71d4960a45fa	TCGA-D7-6817-01A-11D-1880-02
9dc412bd-b2d9-4061-9f4a-b49d33c81fd9	TCGA-D7-A6EZ-01A-11R-A31P-31
06e59a3b-b202-49eb-92cd-755279d940c2	TCGA-EQ-A4SO-01A-11R-A251-31
81dcabb4-67a9-4347-97cb-c6f1aeee0557	TCGA-FP-8210-01A-11R-2343-13
d264f2fa-dc68-497e-861d-e20357e43e10	TCGA-FP-A4BE-01A-12R-A24K-31
48ad4bbc-d720-43da-98a8-e002c69ff5aa	TCGA-Q1-A73O-01A-11R-A32P-07
2de0dc2a-890d-40d0-9488-f08586733909	TCGA-RD-A7BT-01A-11R-A33Y-31
87fac2a9-2525-44a8-9872-ac12f6218b9d	TCGA-RD-A8MW-01A-11R-A36D-31
62077c33-2068-4d66-b8ee-2570f8dee896	TCGA-VQ-A8DU-01A-11R-A36D-31
c21b1977-9380-43e6-8a14-2b9830c46bef	TCGA-VQ-A8P3-01A-11R-A36D-31
e090f23b-a79d-48ee-84ff-f19ee3bf7472	TCGA-VQ-A8PO-01A-11R-A414-31
ffd5b86c-ab4f-40d8-b4db-1d5fdf2ae2c4	TCGA-VQ-AA69-01A-11R-A414-31
58c02eaf-0aa3-4487-921b-4cd12ac460f3	TCGA-BR-6457-01A-21R-1802-13
cc78d874-8484-4a14-9139-b65a1627d41d	TCGA-BR-7851-01A-11R-2203-13
53fb4f5f-0879-40fa-ac3a-e68d40a4592a	TCGA-BR-8687-01A-11R-2402-13
723cafa2-ce72-4c19-954b-9be09a1b08e9	TCGA-C5-A7CJ-01A-11R-A32P-07
870363c5-37a4-46ce-9378-26eb4bddac93	TCGA-BR-8592-01A-11R-2402-13
54e274a2-e7a8-450e-be40-4b1d246b09e0	TCGA-BR-8683-01A-11R-2402-13
74b657ce-3a01-4a24-9e45-79d36921f221	TCGA-BR-A44T-01A-32R-A24K-31
55bf7f96-0357-4708-b10b-5638fc8e8b7d	TCGA-BR-8382-01A-11R-2402-13
c3df7b7c-64a2-4925-a8c0-2e4c6dc82aff	TCGA-BR-8682-01A-11R-2402-13
c612af66-0a35-4ed6-9f35-004a3fa468d8	TCGA-BR-A4IY-01A-11R-A251-31
388a263a-0700-4cbf-9435-580d00c5d589	TCGA-CD-A4MH-01A-11R-A251-31
31ce13c5-7d50-4c7f-a222-ad6aea0a0699	TCGA-CG-4305-01A-01R-1157-13
29f00132-41d9-4592-9193-29135a0f14db	TCGA-CD-A486-01A-11R-A24K-31
05dbcfac-b558-4621-bc29-30d46658a121	TCGA-EA-A43B-01A-81R-A32Y-07
422b5657-a0dc-4f57-b639-cdf7e10ec39c	TCGA-D7-5578-01A-01R-1602-13
e5706d2b-c271-479c-acb0-54614c9f7c8e	TCGA-D7-8579-01A-11R-2343-13
286abe79-5eac-4390-aa37-5193568a3411	TCGA-D7-6518-01A-11R-1802-13
b2ff0f6b-b175-429a-9a90-5ba1adb098a3	TCGA-HU-A4G3-01A-11R-A24K-31
dc525737-bcd1-4360-9d81-6793c2ee6a4a	TCGA-FP-8099-01A-11R-2343-13
d415df33-d446-447d-af69-55a314562cb5	TCGA-IP-7968-01A-11R-2203-13
2c316b7e-6a82-4ba1-9f34-d8bfcf82d41e	TCGA-BR-A4J4-01A-12D-A25D-08
e2dbf718-1895-4749-b0aa-5fd8acc2f9bc	TCGA-JX-A3PZ-01A-11R-A32Y-07
ea1cac20-88c1-4257-9cdb-d2890eb2e123	TCGA-F1-6875-01A-11D-2053-08
a4c838df-6ac4-455a-8096-8ec680064374	TCGA-D7-A4YX-01A-11D-A25D-08
cc969bc1-8daa-4b05-b15b-822c41343ebc	TCGA-B7-5816-01A-21R-1602-13
408f2950-ea38-4dbd-a067-6598d401f091	TCGA-BR-4256-01A-01R-1131-13
439b3b31-fb3d-4373-a39b-384e30039217	TCGA-BR-4191-01A-02R-1131-13
27375592-f624-4f14-ad1e-01a443f6ea4a	TCGA-BR-4292-01A-01R-1131-13
1aed45c5-bb15-43d4-9c04-291b7c5b4428	TCGA-BR-4368-01A-01D-1154-02
777d3cf0-1f4a-42e9-b88c-cdf2d783b24d	TCGA-LP-A4AV-01A-11R-A32Y-07
6c038e7c-8b03-4ab6-a31a-00c3c6ce6204	TCGA-BR-6455-01A-11D-1798-02
29d36f5e-216e-47cf-8df6-c74876428559	TCGA-BR-6452-01A-12R-1802-13
9bd078f0-600e-42d0-8d29-faf44e7bceeb	TCGA-BR-6705-01A-12R-1884-13
e0d0c4db-7df0-4fb9-a3cf-26ddc9a2c7ae	TCGA-BR-8291-01A-11R-2343-13
848af30e-b9fd-4601-b656-5efe82e5b9b7	TCGA-BR-8297-01A-12R-2343-13
9338b13b-b65e-43d8-8a11-fe3fba7addf5	TCGA-BR-8483-01A-31R-2402-13
76272068-71af-4547-9abb-f5ab7d264b51	TCGA-CD-A487-01A-21R-A24K-31
6f9065f3-7ea1-40b4-b2f9-bd07e67280cc	TCGA-CD-8532-01A-11R-2343-13
75aa1caf-bfa3-4365-a066-31a968ad3d9b	TCGA-FU-A770-01A-11R-A33Z-07
f5ca8802-12ec-404d-abcd-3cd49ad3601f	TCGA-CD-8524-01A-11R-2343-13
4603cdae-b4bc-4557-bd7b-9f84516861a6	TCGA-CG-4465-01A-01R-1157-13
841f8235-7654-4879-b3b4-cfedcb16ca5c	TCGA-CG-5717-01A-11R-1602-13
be12a5a1-933e-4d0a-86e5-050466cc2f9e	TCGA-CG-4477-01A-01R-1157-13
64826993-d765-4895-be39-be5ecc72807b	TCGA-CG-5717-01A-11D-1598-02
41a6b734-2741-4d93-8813-ed27b21c81c0	TCGA-C5-A7UE-01A-11R-A33Z-07
e09e88e6-7697-4a1f-bf79-6de9be6e0960	TCGA-CG-5732-01A-11D-1598-02
73ea65aa-3677-425f-b084-1fc3beba2d03	TCGA-CG-5733-01A-11D-1598-02
26a09728-ca75-4e29-a222-0826899e0800	TCGA-D7-6525-01A-11D-1798-02
f1cb7996-bd0e-4123-84e9-d359e5db7700	TCGA-D7-6520-01A-11D-1798-02
93729bdb-f3af-4d9f-ae26-7ae1776f5723	TCGA-D7-6520-01A-11R-1802-13
ace6b259-bff3-45ba-b1cd-85713772320b	TCGA-HU-8249-01A-11R-A36D-31
f0461f9a-e85e-42c6-8f4b-e5974a0e78f8	TCGA-OR-A5JQ-01A-11R-A29S-07
be979660-2d11-4707-9c74-b1222c7cb56e	TCGA-UC-A7PD-01A-11R-A352-07
2b1e486f-03f8-4c35-8897-034faefbd086	TCGA-KB-A93H-01A-11R-A39E-31
bdeb25d2-c212-44d9-9f10-e1a991645b47	TCGA-R5-A7ZE-01B-11R-A354-31
9e37de0b-360f-4b1e-ace7-5a0ac4e538b0	TCGA-R5-A7ZF-01A-11R-A354-31
e3aff7dc-9af2-49e8-b4bd-8e971f8f1230	TCGA-VQ-A91U-01A-11R-A414-31
1e5dc398-27b8-44f9-8e61-5a752d3712de	TCGA-VQ-A94O-01A-11R-A414-31
